tempo_s,V_A,V_B,V_C,I_A,I_B,I_C
0.0,-43.687143284516665,-16045.982024124181,16089.669167408638,-0.12197362611781228,-0.12098261471069545,0.24295624082850775
5e-05,400.3343254615572,-16822.63149403874,16422.29716857716,-0.35565855328429413,-0.36283407099043957,0.7184926242747337
0.0001,610.053214671773,-16179.822733137727,15569.76951846601,-0.5726258144370363,-0.6020862734118292,1.1747120878488648
0.00015000000000000001,1170.3619880492383,-16463.597687049547,15293.235699000388,-0.7682649522589258,-0.8365260005241256,1.6047909527830517
0.0002,1407.071232595419,-16527.30057652043,15120.229343925113,-0.9481518551682417,-1.0714433234323517,2.019595178600593
0.00025,1700.6489358811564,-16468.617072429985,14767.96813654897,-1.1141192314357733,-1.3023972506200534,2.4165164820558265
0.00030000000000000003,2358.0228886268974,-16716.88691929847,14358.86403067178,-1.2617465910171943,-1.5341208514975369,2.7958674425147305
0.00035,2366.0534597604706,-17321.161853110138,14955.1083933499,-1.4011182263147823,-1.7692231712823014,3.1703413975970838
0.0004,2871.682222193014,-17197.560222520195,14325.878000327442,-1.531449703243843,-2.0037295594452265,3.535179262689069
0.00045000000000000004,3408.148947033892,-17896.43750264159,14488.288555607973,-1.6463354878995977,-2.2424482961365397,3.8887837840361352
0.0005,3363.6051455371,-18039.983481274412,14676.378335737634,-1.756382831650324,-2.4828188481258917,4.239201679776216
0.00055,4029.8062820001674,-18408.182838555727,14378.376556555888,-1.8570923927513563,-2.7236413219519706,4.580733714703327
0.0006000000000000001,4331.391976720197,-18186.637895108943,13855.245918389111,-1.941176848605107,-2.9644513651553104,4.905628213760418
0.0006500000000000001,4395.794824371556,-18484.57240140451,14088.77757703337,-2.0177177619959603,-3.200483767728494,5.218201529724454
0.0007,5167.7781165158995,-18172.391571604516,13004.613455089015,-2.0788433925673924,-3.4346790681722945,5.513522460739689
0.00075,5288.423505508688,-18220.10145006413,12931.67794455586,-2.1229954802444144,-3.665602591242698,5.788598071487113
0.0008,5590.205641332412,-18241.959870530987,12651.754229199028,-2.1598333412109154,-3.8924323595348778,6.052265700745794
0.0008500000000000001,6231.056072320476,-18395.5883975279,12164.532325207863,-2.182664882486939,-4.119990330326264,6.302655212813201
0.0009000000000000001,6357.780344402069,-18131.843634452365,11774.063290050732,-2.192627977559617,-4.344616147992084,6.537244125551701
0.00095,6824.166063142205,-19099.39101097807,12275.224947836274,-2.1987458777680153,-4.571550773787688,6.7702966515557055
0.001,7199.558774899546,-18804.675895747598,11605.117120848543,-2.1969712010591986,-4.801846745301614,6.998817946360811
0.0010500000000000002,7367.378135754359,-19172.395780971678,11805.017645217826,-2.1879038865008464,-5.029044881144417,7.216948767645265
0.0011,7842.313942131217,-19500.091647710844,11657.777705580094,-2.1746350312764235,-5.258559003515602,7.433194034792027
0.00115,8026.478292479095,-19388.358390091693,11361.880097613093,-2.1536485890068495,-5.4867228661018075,7.640371455108657
0.0012000000000000001,8415.185896480942,-19170.034089667828,10754.848193187348,-2.12233294677794,-5.709042991421219,7.831375938199158
0.00125,8709.17880826282,-19658.155291779603,10948.976483517295,-2.084079600031719,-5.931050444761693,8.015130044793416
0.0013000000000000002,8936.022196883117,-18776.489376331614,9840.467179449013,-2.0362594696154632,-6.146316412353026,8.182575881968484
0.00135,9556.12765447959,-19131.84432188245,9575.716667403325,-1.9736657789494878,-6.357003586014683,8.330669364964171
0.0014,9712.266810401474,-19015.80127354841,9303.534463147394,-1.9035045671044428,-6.567985217053731,8.471489784158177
0.0014500000000000001,10054.207781962225,-19039.84462774074,8985.636845779003,-1.8275812908570814,-6.774951944601966,8.602533235459049
0.0015,10643.35377605075,-19045.900956366542,8402.547180316238,-1.7405411918393587,-6.982129673730759,8.722670865570118
0.0015500000000000002,10608.966521613276,-19509.79839273853,8900.83187112566,-1.6519424063905135,-7.189917177444871,8.841859583835385
0.0016,11147.05625232271,-19257.159690172237,8110.103437849927,-1.5600925640160876,-7.396006854912928,8.956099418929016
0.00165,11454.059278954923,-19732.37539963763,8278.316120683128,-1.460636393493167,-7.603170677334739,9.063807070827902
0.0017000000000000001,11348.603145503084,-19491.346429580724,8142.74328407809,-1.363257283767267,-7.806431592026311,9.169688875793574
0.00175,11979.097505652779,-19649.406035023305,7670.308529370968,-1.260560554060289,-8.00634006601505,9.266900620075335
0.0018000000000000002,12149.444489173386,-19119.13321952041,6969.688730347364,-1.1467206050337133,-8.202534827204174,9.349255432237886
0.00185,12251.983977473987,-19397.40146971969,7145.417492246093,-1.0309284393002391,-8.392436431566315,9.423364870866555
0.0019,12899.264875928844,-18863.547857347075,5964.282981418618,-0.9057005103119875,-8.57959225939742,9.485292769709416
0.0019500000000000001,12963.008300675223,-18827.298229135955,5864.289928461097,-0.7701883833116244,-8.761512541094756,9.53170092440638
0.002,13370.028005365824,-18774.866669910025,5404.838664544567,-0.6314634435809174,-8.940225706416788,9.5716891499977
0.00205,13849.431041392383,-18867.2333756436,5017.802334251522,-0.4845518541566534,-9.119847854766618,9.60439970892327
0.0021000000000000003,13893.122606821038,-18492.178575766364,4599.055968945583,-0.33278353066045324,-9.295091596668085,9.627875127328535
0.00215,14257.439134148804,-19276.122702576984,5018.683568428481,-0.18315815544772693,-9.470760017869184,9.653918173316912
0.0022,14458.248134547435,-18628.757372914828,4170.509238367663,-0.03099869905708567,-9.645481162992773,9.67647986204986
0.0022500000000000003,14616.868636744754,-18882.01419884326,4265.145562098716,0.12414795776141628,-9.814244188438192,9.690096230676774
0.0023,14895.663095769407,-18871.60019092467,3975.937095155447,0.2788684408841617,-9.982372456840242,9.703504015956083
0.00235,14919.922970398917,-18551.819174842953,3631.8962044441837,0.4353116735545867,-10.144586021586703,9.709274348032116
0.0024000000000000002,15330.620114799292,-18150.204496075756,2819.584381276602,0.5984369530630789,-10.299309046120039,9.700872093056958
0.00245,15526.834933477705,-18425.718602371053,2898.883668893411,0.7658374094559326,-10.45249468645125,9.68665727699532
0.0025,15746.887216354884,-17510.98256303474,1764.0953466798958,0.9387295422997549,-10.598721983227879,9.659992440928116
0.00255,16249.611085153789,-17843.377590504377,1593.7665053506184,1.120725847280433,-10.741356874881152,9.620631027600727
0.0026000000000000003,16247.060797619491,-17514.621839832536,1267.561042213053,1.3039479506522873,-10.882764926683222,9.578816976030932
0.00265,16606.734293019803,-17514.78121953497,908.0469265151902,1.488818055056548,-11.019777680541369,9.530959625484819
0.0027,16997.82346195927,-17314.31942951296,316.49596755365656,1.6801328514909653,-11.156262189319678,9.476129337828707
0.0027500000000000003,16768.235672672425,-17577.162612208507,808.9269395360158,1.8666922770820906,-11.289822780486308,9.423130503404217
0.0028,17174.132577552435,-17137.426347528795,-36.70623002374154,2.0512492643666436,-11.418911714838787,9.36766245047214
0.00285,17262.857716108196,-17300.518566939754,37.66085083140867,2.2387889169136717,-11.545353766507956,9.30656484959428
0.0029000000000000002,17159.85345205868,-16844.988830913102,-314.86462114578313,2.422041355113898,-11.66517658226571,9.243135227151813
0.00295,17663.40465814964,-16831.305033743512,-832.0996244063451,2.6086818119022674,-11.780668749834453,9.171986937932186
0.003,17634.258028885164,-16125.52053321667,-1508.7374956686776,2.8013510741874583,-11.890297728829935,9.088946654642475
0.00305,17770.994368052423,-16346.852846014086,-1424.1415220385798,2.992644844815288,-11.993667120760659,9.001022275945374
0.0031000000000000003,18299.908002747048,-15670.069539029399,-2629.8384637179984,3.1910241192168947,-12.095066606010745,8.90404248679385
0.00315,18262.890484417796,-15560.755048822806,-2702.1354355952353,3.395569507641954,-12.190916024047041,8.795346516405083
0.0032,18545.947686741158,-15450.646232182731,-3095.301454558797,3.598630074293228,-12.28382721553185,8.685197141238621
0.0032500000000000003,18729.884092404147,-15347.356554372229,-3382.527538032374,3.803340160217472,-12.375509949868716,8.572169789651241
0.0033,18694.931091942603,-14871.950988937255,-3822.9801030057706,4.007664390507587,-12.460869527139197,8.453205136631603
0.00335,18900.57816595956,-15387.154506882587,-3513.4236590774563,4.2072887158955865,-12.545152782737514,8.337864066841922
0.0034000000000000002,18840.698501444487,-14507.173233333484,-4333.525268111444,4.405220091100774,-12.624742919870162,8.219522828769389
0.0034500000000000004,18901.662155150258,-14626.511743794175,-4275.150411356642,4.602035354945021,-12.696256591943547,8.094221236998528
0.0035,19008.985593522673,-14381.249428444939,-4627.736165078338,4.795749826771525,-12.76565935579211,7.969909529020589
0.00355,18994.874809898818,-13907.700120446498,-5087.17468945293,4.989663987768511,-12.828076167133993,7.838412179365482
0.0036000000000000003,19352.213440201547,-13448.759215366073,-5903.454224836065,5.189171211983514,-12.884131756077053,7.6949605440935365
0.00365,19322.27216067737,-13522.032340280668,-5800.239820397421,5.389469658746885,-12.937927916412953,7.548458257666064
0.0037,19473.522011426707,-12666.121277359389,-6807.400734068025,5.590847018822267,-12.984933301522563,7.394086282700294
0.0037500000000000003,19821.969215858513,-12871.199192050344,-6950.770023808953,5.797566829117733,-13.029479931660351,7.231913102542614
0.0038,19616.207582267492,-12382.996124781306,-7233.211457486918,6.001489811447945,-13.07131751421594,7.069827702767998
0.00385,19819.909767474484,-12271.796243594717,-7548.1135238805755,6.203048350855127,-13.107461266745652,6.904412915890525
0.0039000000000000003,19882.95233231612,-11917.960652601976,-7964.991679714996,6.405224671441933,-13.140891806763737,6.735667135321804
0.00395,19528.68607975549,-11977.448314396519,-7551.237765359844,6.598282149845566,-13.16889751636483,6.5706153665192595
0.004,19834.816850413103,-11423.973666747404,-8410.843183666677,6.788122058177816,-13.191989416205276,6.403867358027458
0.00405,19691.04485842233,-11290.694845620408,-8400.350012802885,6.978856078094998,-13.21045072037818,6.231594642283183
0.0041,19534.519790957624,-10803.029623645274,-8731.490167313339,7.163393803368945,-13.221445766755904,6.058051963386954
0.00415,19896.281136291327,-10647.360644699162,-9248.920491593222,7.349648086577504,-13.228998627269414,5.87935054069191
0.004200000000000001,19747.58252897772,-9907.034759032107,-9840.54776994664,7.539357545328982,-13.231094354441465,5.691736809112488
0.00425,19848.84038108045,-10011.471773923877,-9837.368607157712,7.726643037622842,-13.228273495044455,5.501630457421612
0.0043,20084.404406303016,-9251.248879112143,-10833.155527192104,7.9176600091909535,-13.223095979776108,5.305435970585153
0.004350000000000001,19871.105362258713,-9067.423579125898,-10803.68178313402,8.109332581652001,-13.211323676161236,5.1019910945092315
0.0044,19989.72356659214,-8946.313501914507,-11043.410064678796,8.295522337015163,-13.197083717166421,4.9015613801512625
0.00445,19891.805863169844,-8575.81185226693,-11315.994010904185,8.479371384287374,-13.1797894831616,4.700418098874224
0.0045000000000000005,19716.31752987511,-8063.625714925121,-11652.691814951293,8.659527392429498,-13.154515760024955,4.494988367595454
