arquivo,tipo_sistema,sem_aterramento,tipo_falta,m1,t_falta,800_I_pico_max,818_I_pico_max,820_I_pico_max,822_I_pico_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao__R_818_1_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,113.26607346733852,192.82167146472545,9.449056646486548,9.4454831041964,1.5558443707929317,93.58687936648607,7.701257028133074,1.224392027770825e-12,160.04795443449413,10.641367827581414,1.4374259104649682e-13,6.577785755010386,0.3761094238098725,1.2745592422957945e-13,6.572804067239989,0.3758358087863881
Qualificacao__R_818_2_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,168.59879645425428,21.44012726050141,9.448999819609263,9.445426298300056,2.256208784232536,133.7568504341321,13.921852812597383,5.928293590924597e-13,11.127549147891544,0.8918095598279177,1.2463242337641402e-13,4.911145532374867,0.3840945621195477,1.4899301456970712e-13,4.907426290993159,0.38381241515492176
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,15.005538014219315,23.831987606360585,10.496152707999489,10.487682595627913,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,15.0053273523478,23.83163587467584,10.496033653054127,10.487586147536112,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,15.005113610430215,23.831289783555523,10.495917478345518,10.487492577513468,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_820_-_Falta_ABC_py,T2F,False,ABC,0.5,0.25,85.75791837510434,145.72999775075317,9.44899579456116,9.445422274812755,1.1813625895598068,76.11518176680742,1.2410498099777587,5.791492380762188e-13,130.08765172749264,2.5918954077252763,4.352703589160097e-14,5.475649306792557,0.1115360475114932,4.01299770124375e-13,5.47150164332311,0.11144551033601419
Qualificacao__R_820_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,112.90121548436447,192.20605089432075,9.449105614836894,9.445522713636333,1.5508793335173288,93.36696487159514,7.589954128702942,7.899781059538391e-13,159.6710899042674,10.45355694182444,2.0364523552196647e-13,6.563921572435229,0.36924385345422284,2.95113532323805e-13,6.558939977295871,0.3689702277783984
Qualificacao__R_820_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,97.55692787858204,166.10095600630862,9.449025599416132,9.445452068589132,1.342041686163524,83.8495530627163,3.2308801663088906,9.486004247497248e-13,143.35612208733966,3.1035255196160154,6.015328188085077e-14,5.962643699998379,0.10395213864505327,3.290317130811931e-13,5.958127476067858,0.10388383264429187
Qualificacao__R_820_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,85.96417548419029,146.08841664894268,9.448948020132454,9.445383858672631,1.1841715926766672,76.2539937932299,1.2380179817379888,3.1599408279055137e-13,130.32589767768758,2.5185506994875366,1.4698212391438162e-13,5.484381242163156,0.10889703103415116,2.164067674935335e-13,5.480235409646435,0.10880625541226206
Qualificacao__R_822_-_Falta_ABC_py,T2F,False,ABC,0.5,0.15925,80.68282475351417,136.89366284453422,129.02807882567987,129.0228438615543,0.21477339594464873,14.020573727927541,0.6279437383909391,1.350238942993961e-14,22.858955022522327,1.6478566462701782,1.1124904984223802e-14,11.268782015544176,1.9870689279466613,1.3557455178480059e-14,11.265228512936991,1.9872223641677138
Qualificacao__R_822_Meio_-_Falta_ABC__m10p01_py,T2F,False,ABC,0.01,0.25,85.70462592812373,145.63741401914416,138.1910004983992,9.445462302779974,1.1806348912139373,76.07922610383409,1.2417530436765005,3.9575522377703804e-13,130.0259663302221,2.610669987098885,2.0746820437752025e-13,123.38110715695015,2.665077665829037,8.479145380858031e-14,5.468831884529367,0.11225932930087491
Qualificacao__R_822_Meio_-_Falta_ABC__m10p50_py,T2F,False,ABC,0.5,0.25,83.13328846230861,141.16777747004988,133.50754000514792,9.445413354790611,1.1453820394558478,74.33438215327618,1.4200018726307149,4.4603499217916915e-13,127.03355245761607,3.538941161751848,3.146152576380632e-13,120.24407601609425,3.655830772320597,2.0774669597530586e-13,5.340432946517211,0.15215828985989127
Qualificacao__R_822_Meio_-_Falta_ABC__m10p99_py,T2F,False,ABC,0.99,0.25,80.7292235785908,136.97480273033378,129.11416469627605,9.445365699373163,1.112428379542249,72.68114750836173,1.763758666351405,3.9251010711167276e-13,124.19773805628815,4.41287400414777,1.2809491335957507e-13,117.27137830137755,4.583025679892673,5.419121800906191e-14,5.218799560162315,0.18966536034136947
