arquivo,tipo_sistema,sem_aterramento,tipo_falta,m1,t_falta,800_I_pico_max,818_I_pico_max,820_I_pico_max,822_I_pico_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao__R_818_1_-_Falta_BC_py,T2F,False,BC,0.5,0.25,88.68563057652021,135.10038936820675,10.73257927127142,10.724021466691363,0.722328024252286,51.44440942036035,37.91450245466215,2.813605685961325e-13,87.87836844232538,66.45736620042811,1.4196198381293696e-14,7.809764268500939,2.0753313897654215,5.5410795041533125e-14,7.803852159529542,2.0737719283834952
Qualificacao__R_818_2_-_Falta_BC_py,T2F,False,BC,0.5,0.25,128.8969883331088,21.440326981628516,9.449087909764554,9.44551435549365,1.8293473051363696,90.18308157569783,33.55273897486115,5.752501846514237e-13,15.279664534956652,3.4339920260403103,1.7507512683524472e-13,6.745066542850374,1.5055359724815152,1.0747121995300695e-13,6.739958340397671,1.5043986859818799
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,15.005538014219315,23.831987606360585,10.496152707999489,10.487682595627913,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,15.0053273523478,23.83163587467584,10.496033653054127,10.487586147536112,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,15.005113610430215,23.831289783555523,10.495917478345518,10.487492577513468,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_820_-_Falta_BC_py,T2F,False,BC,0.5,0.25,75.42559052224325,115.10494349223923,10.35790756888765,10.34952656178251,0.6203534178095036,44.56794489485016,31.43095887855869,8.708779504166006e-14,75.99869002373099,55.14450731966851,2.1171549105416818e-13,7.255903793104531,2.2275952531678294,2.2498279930587187e-13,7.250411210347493,2.225918675061022
Qualificacao__R_820_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,112.92907315947271,163.335019848376,9.474106090048368,9.470287669422797,1.5530071241193977,56.654414426126614,44.16925292779275,2.714469841441546e-13,95.19338100598384,74.67704021044429,2.2806381898426803e-13,7.9356318122661405,1.6902028119768295,9.786321906335156e-14,7.9296074075402965,1.6889125363296678
Qualificacao__R_820_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,97.56735131926723,141.07979379260235,9.490216336885629,9.486390521355466,1.3438042647600077,49.82348339843462,37.34286008757137,1.1048964926632956e-12,83.5680406349123,63.06043580566162,2.38788070768813e-13,7.514004879634836,1.945744203231956,9.95966245768187e-14,7.50831044506727,1.9442584995989922
Qualificacao__R_820_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,85.96322005248146,124.27767498217504,9.503604964231073,9.499767506239994,1.1856678147241428,44.6599691577726,32.183084982519546,2.040715421208476e-13,74.78083311930565,54.28006293319938,1.2501494691362027e-13,7.197279956492159,2.174606171704164,2.186533003770265e-13,7.191834556103186,2.172946022997989
Qualificacao__R_822_-_Falta_BC_py,T2F,False,BC,0.5,0.15940000000000001,72.55647789076777,110.71040383590254,104.04914178343549,104.04633581811038,0.21199788413081042,14.02606612468101,0.8890056677016042,3.482948133128792e-14,22.74318687210206,2.0597773173090026,1.3110454840564811e-14,11.20473151323203,2.4221786611990153,1.9252973127342807e-14,11.20097645161239,2.422327727324086
Qualificacao__R_822_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,85.70343481325816,123.90190805355435,116.22181457182111,9.500176293382626,1.1821243683758254,44.544268450239585,32.06730246356548,2.33403044303902e-13,74.58393964634996,54.08299106187405,2.438495068917016e-14,65.46867199486127,56.43990108538024,3.342326574415857e-14,7.184499507928368,2.178625546324567
Qualificacao__R_822_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,83.12987477210547,120.18592128716166,112.32666806874185,9.503805764981013,1.1468168425188294,43.391118524334104,30.914587067027952,1.464976944699795e-13,72.62361960479844,52.12129668463837,1.0218341642711407e-13,63.41422998629045,54.38504671586989,1.968294580786138e-14,7.101459110658083,2.243519027050738
Qualificacao__R_822_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,80.72380669255006,116.71246646710291,108.68514245251012,9.507248962948216,1.1138084323920963,42.313223129520324,29.837105936758363,1.7222927469087207e-13,70.79126222459156,50.28764335831496,1.40731365334463e-13,61.493866384873876,52.46430761578274,9.048625662338045e-14,7.023915015462244,2.3052189982389697
Qualificacao_SR__R_818_1_-_Falta_BC_py,T2F,False,BC,0.5,0.25,83.7131268460653,131.85055058928532,10.192834068329711,10.184696448261665,0.010670240294109304,47.870028625528846,35.8197645011972,3.454079068231246e-13,85.3117912931191,65.08409788215205,5.407139474782739e-14,7.4964822411341325,1.8508345719951118,8.467197416543408e-14,7.4908070682048065,1.8494446933058162
Qualificacao_SR__R_818_2_-_Falta_BC_py,T2F,False,BC,0.5,0.25,114.90307553160453,22.685876191975552,10.034671262920691,10.031098201143893,0.009665578844946683,83.2272781626508,30.005683476293534,5.909928496582573e-14,14.83733972217732,3.1968596598375005,1.3846763598111875e-13,6.549813530530906,1.4012940141137027,1.4764621284570885e-13,6.544853111243176,1.4002353447846174
Qualificacao_SR__R_818_2_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,13.317318999459456,22.72522246881353,10.03479302716845,10.031216321496988,0.01072781361798521,11.767529634027298,0.08662457746128417,4.2223520054579607e-14,20.090544959639548,0.048196308223633966,2.020592348935626e-14,8.867607393802606,0.02158491338556748,1.590200445633128e-14,8.86087692487877,0.021574652742846024
Qualificacao_SR__R_818_2_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,13.317266746808842,22.724887151764058,10.034773597934308,10.0312005048978,0.01072781619855614,11.767401645166652,0.08656894351911314,3.7341069555972605e-14,20.090330615795047,0.04811995682091388,1.7349186175370347e-14,8.867534793042916,0.021583348337236567,1.1712136709275758e-14,8.860818092615553,0.021573534008504508
Qualificacao_SR__R_818_2_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,13.317214970846928,22.724557290829686,10.034754272089442,10.03118479179577,0.01072781873732528,11.767275404407057,0.08651466998592733,4.4801927946562956e-14,20.09011930393309,0.04804565670360462,2.9813938648905443e-14,8.86746373292372,0.02158194703224691,1.9611565896202395e-14,8.860760799752313,0.021572562564641823
Qualificacao_SR__R_820_-_Falta_BC_py,T2F,False,BC,0.5,0.25,71.06193896632352,112.17252707657508,10.034654258609562,10.03108120283584,0.010679702656626211,41.3725648892421,29.672720562264203,3.396100269305657e-13,73.63940614283243,53.931559118742236,1.00587485897367e-13,6.959660032372158,2.0136010786665723,9.423159582428332e-14,6.954391498275354,2.012086094741945
Qualificacao_SR__R_820_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,100.33964833203507,157.00725164598828,10.03477916745728,10.031202465070812,0.009927329056170142,51.3858480586199,39.690655744012936,8.534578690686709e-13,91.67072028400189,71.79006410756135,6.43042266320431e-14,7.677865658703187,1.6283399908981675,7.003167782490094e-14,7.672036897335233,1.627096721918299
Qualificacao_SR__R_820_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,86.41416776558007,135.21666379276473,10.034757344237265,10.031184255088547,0.010046586077173963,45.08131221053525,33.38984915593543,6.414176145278297e-13,80.25276909052126,60.37692760516841,2.4284096694309056e-14,7.261635488095843,1.8939022377388628,5.339012132792246e-14,7.256132233368333,1.8924560018597336
Qualificacao_SR__R_820_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,75.95073477024927,118.85286703963814,10.03473564824098,10.031166172225184,0.010139283977818497,40.34341398742417,28.655043859743408,2.0593825454263871e-13,71.67247319557518,51.80047257776331,8.950598163574225e-15,6.950815144167793,2.1258614807682656,9.615554100127935e-14,6.9455561004892274,2.124238548077011
Qualificacao_SR__R_822_-_Falta_BC_py,T2F,False,BC,0.5,0.15940000000000001,68.32981343795889,107.85742734111417,101.26737014905243,101.26452002608015,0.010765651722799462,12.793327398214084,1.210930516630507,4.3106909978029495e-15,21.800427687146207,2.325307328125144,1.008342231396758e-14,10.773489073648372,2.5152849517197318,2.4456734626292802e-14,10.769893424736788,2.515385234001162
Qualificacao_SR__R_822_Meio_-_Falta_BC__m10p01_py,T2F,False,BC,0.01,0.25,75.71704600642441,118.48779467663317,111.13008593327314,10.031197637728608,0.010141359189833945,40.237530543390704,28.549069567266468,7.766515244762345e-13,71.4807222115084,51.60847977609345,1.4678848426901552e-13,62.68567080639937,53.93535827449049,4.647662273572072e-14,6.938383006590792,2.129936445386618
Qualificacao_SR__R_822_Meio_-_Falta_BC__m10p50_py,T2F,False,BC,0.5,0.25,73.4038364421513,114.88064344087103,107.35396943482715,10.031181123717262,0.010161071793771853,39.18299754124318,27.494815407370222,1.5406475302931336e-13,69.57318513870423,49.698778013301705,1.4700209992230024e-13,60.68969892193356,51.93857155203146,3.5528370347727884e-14,6.857441221369994,2.1946922596142913
Qualificacao_SR__R_822_Meio_-_Falta_BC__m10p99_py,T2F,False,BC,0.99,0.25,71.2432003416351,111.51209340852782,103.8270169615059,10.031164716669245,0.010179654883329777,38.198313002106495,26.510406214559357,9.69213890705855e-14,67.79202936582861,47.91559724263481,2.1379758110717606e-13,58.825943988783024,50.074068384353424,1.0605790869300939e-13,6.781938964099321,2.256062963403811
