arquivo,tipo_sistema,sem_aterramento,tipo_falta,m1,t_falta,800_I_pico_max,818_I_pico_max,820_I_pico_max,822_I_pico_max,800_I0,800_I1,800_I2,818_I0,818_I1,818_I2,820_I0,820_I1,820_I2,822_I0,822_I1,822_I2
Qualificacao__R_818_1_-_Falta_AB_py,T2F,False,AB,0.5,0.25,113.29436920090478,163.86432266863963,9.473694079037971,9.469885699513014,1.5579795235713376,56.81674954130959,44.33157057604898,3.813121888912319e-13,95.46968630515818,74.95328126922911,1.420653652514262e-13,7.945625536187353,1.6849847262113844,9.53752732594522e-14,7.939604973897311,1.6836976398394627
Qualificacao__R_818_2_-_Falta_AB_py,T2F,False,AB,0.5,0.25,128.27816627212616,21.44032562474677,9.44908731773903,9.445513763668336,1.8216733832548526,90.04209512024207,33.31468849872006,7.878701081754327e-13,15.246819205565743,3.3995225937587104,1.2710066279746093e-13,6.730594953718133,1.4904476561677944,9.618835143867722e-14,6.725497668954117,1.4893216300220813
Qualificacao__R_818_2_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,15.005538014219315,23.831987606360585,10.496152707999489,10.487682595627913,0.21555464508389066,12.965356171258735,0.5000303730327532,4.7899458423133207e-14,21.011467578569025,0.34981512590306596,3.3755973574849027e-15,9.27386676400784,0.14037449093886978,1.4482725902850536e-14,9.266828101837762,0.14027922218707484
Qualificacao__R_818_2_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,15.0053273523478,23.83163587467584,10.496033653054127,10.487586147536112,0.21555668242221238,12.965216927922881,0.49996664015149866,4.1739136114380216e-14,21.01124241361465,0.34971050489674266,3.0315391380987954e-14,9.273790546714466,0.1403397569354098,2.1620451242961953e-14,9.266766380632406,0.14025120197399896
Qualificacao__R_818_2_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,15.005113610430215,23.831289783555523,10.495917478345518,10.487492577513468,0.21555188840901643,12.965081127256987,0.49990240273250836,4.1363651340430316e-14,21.01102030312954,0.34960859699234026,8.70737033282198e-15,9.273715899088213,0.1403063857309187,1.49824815414945e-14,9.266706227673373,0.1402245432528918
Qualificacao__R_820_-_Falta_AB_py,T2F,False,AB,0.5,0.25,85.75677562402386,123.97889299874835,9.503905341152425,9.500057957891455,1.1828550809201381,44.568123701093086,32.09123068033058,1.9033193581735746e-13,74.62451559089656,54.123732382277666,7.466629306199868e-14,7.191674978237909,2.178918444389944,1.9177822264713958e-13,7.18622409167125,2.177255896969786
Qualificacao__R_820_Meio_-_Falta_AB__m10p01_py,T2F,False,AB,0.01,0.25,88.52983576458443,134.86519531311305,10.728480295608087,10.719900590998936,0.721126268411681,51.363796554679006,37.83817396083734,7.406174928171367e-13,87.73907832576946,66.32416481312774,1.274604801488336e-13,7.803384903779532,2.0769189081443304,2.321412599741321e-13,7.797464201040145,2.0753495964215807
Qualificacao__R_820_Meio_-_Falta_AB__m10p50_py,T2F,False,AB,0.5,0.25,81.51253433759425,124.27988180460328,10.53364600774193,10.5251795958577,0.6671239508786408,47.72633995158616,34.40602142312442,2.4453867314643777e-13,81.45511050097004,60.335468965945076,6.338110598453918e-14,7.511431950055241,2.1525638787171935,1.2778319226705064e-13,7.505745806688944,2.150944915262203
Qualificacao__R_820_Meio_-_Falta_AB__m10p99_py,T2F,False,AB,0.99,0.25,75.53777943423681,115.27416294856839,10.361094512675951,10.352734923271237,0.6212171861889842,44.62609415450557,31.485868541920926,3.9419293256754497e-13,76.09916573971645,55.24031321375113,4.8627036210292105e-14,7.26059437561636,2.226079051233999,7.155902005349076e-14,7.255110823045208,2.224411890972114
Qualificacao__R_822_-_Falta_AB_py,T2F,False,AB,0.5,0.1608,80.67737278085282,116.64548644293156,108.61395083732859,108.60720387728996,0.23339971725980888,13.533688358090892,1.9695889237913315,4.4938668397781776e-14,21.699373362795328,3.273154250945503,2.2267530274757715e-14,10.321354456679028,3.437051618064012,2.222616091662561e-14,10.31694711362145,3.437232802885252
