frequencia_Hz,magnitude_fase_A,magnitude_fase_B,magnitude_fase_C
0.0,0.0012337106961573048,0.0004116075220691772,0.0008221031740880942
29.98500749625187,3.7922214493682365,3.9024937732076515,3.916124720085409
59.97001499250374,7.588772976589314,7.797585629050664,7.828962804168703
89.95502248875562,3.807925728349725,3.9140033722567096,3.929298731012091
119.94002998500748,0.005364191250886836,0.004998872473655935,0.005204264503658228
149.92503748125935,0.0019508416556876652,0.001625808459119879,0.0017741510539432041
179.91004497751123,0.0010465606376225784,0.0007849868781927968,0.0009005360040731904
209.8950524737631,0.0006651863689225644,0.00045421218755286143,0.0005473753794754673
239.88005997001497,0.00046516531862017465,0.00029262700321264565,0.00036945868691558087
269.86506746626685,0.00034586424566332327,0.00020265783521987115,0.0002671042977199548
299.8500749625187,0.00026839114177920804,0.00014789656791673153,0.00020269483086477955
329.83508245877056,0.00021494561366318163,0.0001123191838418527,0.0001594462926596127
359.82008995502247,0.00017637151085628393,8.801725441191248e-05,0.00012894397466285516
389.8050974512743,0.00014753712601593894,7.074184820347801e-05,0.0001065875382047496
419.7901049475262,0.00012537065991517519,5.8054781265036026e-05,8.968724046823888e-05
449.7751124437781,0.00010793500813398771,4.848108230114417e-05,7.658358848821453e-05
479.76011994002994,9.39558507857809e-05,4.10888688410348e-05,6.620662539599821e-05
509.7451274362818,8.256500946419828e-05,3.526752732962899e-05,5.784066940992005e-05
539.7301349325337,7.315331536805751e-05,3.06043225212293e-05,5.09918682068582e-05
569.7151424287855,6.528245055858926e-05,2.681267471875146e-05,4.531021664328284e-05
599.7001499250374,5.8630104390279765e-05,2.3688871283626343e-05,4.054184680718804e-05
629.6851574212893,5.2954735349320926e-05,2.1085073470114038e-05,3.649885358848369e-05
659.6701649175411,4.807228472139417e-05,1.8891996303040396e-05,3.303964866142803e-05
689.655172413793,4.384040417442826e-05,1.702751049178075e-05,3.0055837713734223e-05
719.6401799100449,4.0147537039404456e-05,1.5428970438993848e-05,2.746325335169236e-05
749.6251874062967,3.6905211154539606e-05,1.4047944586340716e-05,2.5195701819863535e-05
779.6101949025486,3.4042502921978534e-05,1.284652897715088e-05,2.320052175117124e-05
809.5952023988006,3.150199781221916e-05,1.179472514646093e-05,2.14353772895428e-05
839.5802098950523,2.9236800434584885e-05,1.0868546489822047e-05,1.9865907494272556e-05
869.5652173913043,2.7208292495435436e-05,1.004863156763288e-05,1.8463979628735735e-05
899.5502248875562,2.5384431437498387e-05,9.319215544345098e-06,1.720637479344408e-05
929.535232383808,2.373844519269277e-05,8.667358160313833e-06,1.6073787469655022e-05
959.5202398800599,2.2247820671663905e-05,8.082357904976274e-06,1.5050055819399438e-05
989.5052473763118,2.0893512545890422e-05,7.555302889289799e-06,1.412156371313052e-05
1019.4902548725636,1.9659318975680995e-05,7.078723265841908e-06,1.3276771888729739e-05
1049.4752623688155,1.853138507599366e-05,6.646319826743443e-06,1.2505847247555143e-05
1079.4602698650674,1.7497805007486322e-05,6.252750322268834e-06,1.1800367407772909e-05
1109.4452773613193,1.654830085795724e-05,5.893459913487848e-06,1.1153083504109251e-05
1139.430284857571,1.5673961782410262e-05,5.564545648823159e-06,1.0557728415476653e-05
1169.415292353823,1.4867030788596155e-05,5.2626473978005945e-06,1.0008860732355076e-05
1199.4002998500748,1.4120729437757826e-05,4.984859503058525e-06,9.501737000888448e-06
1229.3853073463267,1.3429112936566479e-05,4.728658768903124e-06,9.03220654076665e-06
1259.3703148425786,1.2786949725818067e-05,4.491845432864948e-06,8.596624364247187e-06
1289.3553223388305,1.2189620930426608e-05,4.272494513600657e-06,8.191778710078214e-06
1319.3403298350822,1.1633036011916443e-05,4.0689154911663764e-06,7.814830458389639e-06
